label,text,class
spam,중요 메일메일 제목(광고)중요한 건 콕! 하려는 마음~ NH콕서포터즈2기 모집(~3월 13일 17시까지 접수),1
spam,[LAST CHANCE] 11주년 기념 SALE! 심플 피치/밸류 피치 운임 최대 11% 할인!,1
spam,"[HURRY UP] 오직 3일! 나이키 한정판 운동화 대량 입고 7,000원!",1
spam,. 중요 메일메일 제목(광고) 시즌3 NH콕서포터즈 모집 마감 임박!(~4월 30일 17시까지),1
spam,[기간한정] 이번주 한주만! 11주년 기념 SALE! 심플 피치/밸류 피치 운임 최대 11% 할인!,1
spam,(광고) 1분이면 끝나는 무료 이벤트! ★행운의 당첨을 노려보세요★ [5월 10일까지],1
spam,"[URGENT] 11주년 기념 SALE! 마감 임박, 지금 바로 구매하세요!",1
spam,(광고) 신규가입 이벤트! ★혜택 가득★ 지금 바로 가입하세요! [6월 30일까지],1
spam,"[주의] 케이뱅크 고객님, 이상한 입금 알림!?",1
spam,"[안내] KB국민은행, 서비스 정상화 예상 시간 안내",1
spam,"[공지] 코인원, 새로운 거래수수료 적용 안내",1
spam,[이벤트] 이제는 늦었다! 11번가 겨울 할인 놓치지 마세요!,1
spam,[중요] 투자 유의사항! 빠르게 바뀌는 디지털 자산 시장,1
spam,"[광고] 여름 휴가, 어디까지 갈 수 있을까요?",1
spam,"[알림] CGV PLUS, 가입 혜택 종료 임박!",1
spam,"[공지] 올해의 책, 알라딘 독자들이 뽑은 1위는?!",1
spam,[이벤트] 이번 주만 무료! 토플/GRE 온라인 설명회,1
spam,"[주의] 카카오페이지, 약관 변경에 따른 중요 공지사항!",1
spam,"(광고) 가을과 겨울 사이, 에세이의 시간 + 타원형 접시.내열유리저그",1
spam,"(광고) 재레드 다이아몬드 <총, 균, 쇠> 리커버 특별판 단독판매 + 표지 양장 노트",1
spam,(광고)[독취사] 초보 토익러들 클릭 필수! 0원에 토익종결,1
spam,"(광고)💸 고객님에게만, 이번 주 3O% 할인",1
spam,(광고) ★CGV VIP★ 가 될 수 있는 절호의 찬스! 지금 바로 확인하세요!,1
spam,(광고) 아이템매니아판 보드게임하고 혜택 Get 하러가자!,1
spam,"(광고) 여름 네 번의 만남, 첫번째 #SF - 우리는 SF를 좋아해 심완선 X 배명훈 X 정소연",1
spam,"(광고) 23주년 특별 선물! 무지개 유리컵, 작은 무드등 + 적립금 2천원",1
spam,(광고) ★CGV NFT 플레이 포스터 No.2 범죄도시2★ 사전예매 GoGo,1
spam,(광고) [사람인레터] 박도원님이 좋아하는 것에 올인하는 오월이 되길새,1
spam,(광고) 성장에 진심인 멋사에서 스터디그룹을 론칭했어요 🎉🎉,1
spam,[해피포인트] 해피마켓 이용약관 및 멤버십 할인/서비스 혜택 변경 고지,1
spam,[무료교육] 투잡으로도 가능한 1인무점포 무재고 창업 아이템을 소개합니다,1
spam,"1. 코로나 이후 사업패턴의 변화 무점포, 무재고 1인 사업이 대세 아마존, 바이마, 네이버 스마트스토어, 머스트잇, 해외직구 창업과정 무료교육",1
spam,"""부자되는 방법 어렵지 않습니다”남녀노소 1인 무재고, 무점포 창업으로 월1천만원 수익만들기 창업아이템이 여기 있습니다",1
spam,(광고) 3월 특별 선물! EVA 슬리퍼.데스크매트 + 적립금 최대 2천원,1
spam,"[무료교육] 인건비, 불경기, 점포 등 부담없는 다양한 1인 아이템을 소개합니다",1
spam,"(광고) 3월 독보적 챌린지+ 읽고, 걷고, 기록하면 적립금 2200원새 창으로 메일 보기",1
spam,메일 제목(광고) 11.11 쇼킹페스타🎉연중 최대 혜택 절찬리 진행중!새 창으로 메일 보기,1
spam,"[무료교육안내] 1인 무점포 무재고 창업, 시작이 절반의 성공입니다.",1
spam,(광고)[CJ ONE]똑똑한 금융 생활 꼭 필요한 금융혜택! 포인트는 덤으로,1
spam,"(광고)[CJ ONE] 박도원님, 9월 포인트 현황과 다양한 혜택을 확인하세요!",1
spam,(광고) 슬기로운 블소2 생활! 최대 50만원 혜택!,1
spam,[ABC그룹] 당신을 위한 혜택! ABC그룹 회원 전용 이벤트 안내,1
spam,"[XYZ생명보험] 다가오는 만남, 나의 미래를 지켜줄 보험상품 안내",1
spam,[CJ ONE] 더 쉽고 편리한 포인트 적립! CJ ONE 신규 가입 혜택 안내,1
spam,"[SK텔레콤] 5G 요금제 변경, 보다 저렴하고 빠른 네트워크로 업그레이드하세요!",1
spam,[LG전자] 가전제품을 사면서 혜택도 챙기세요! LG전자 멤버십 안내,1
spam,(광고) 신제품 출시 기념! 저희 제품을 이용하시면 체중감량과 건강증진을 동시에!,1
spam,(광고) 인기 맛집과 함께 즐기는 마케팅 세미나! 신제품 출시와 함께하는 더욱더 맛있는 마케팅 아이디어,1
spam,광고) 한국 최고의 아이돌과 함께하는 온라인 콘서트! 라이브 스트리밍으로 집에서 즐기세요.,1
spam,"(광고) 건강한 라이프스타일을 위한 정보를 담은 블로그, 매주 새로운 글과 함께 더욱 높은 건강 지수를 만들어보세요!",1
spam,"(광고) 여름 바다에서 놀기전 필수템, 저희 제품이 더욱더 즐겁게 해드립니다! 이번 여름엔 저희 제품과 함께하세요.",1
spam,"[올리브영] 봄맞이 건강 습관, 올리브영과 함께 시작해보세요! (4/30까지)",1
spam,"[네이버페이] 4월, 나에게 더 맞는 혜택 찾기! (4/15까지)",1
spam,"[티몬] 세일 기간 한정, 티몬에서 쇼핑하세요! (4/17일까지)",1
spam,"[신한카드] 봄맞이 캐시백, 신한카드와 함께 즐겨보세요! (5/31까지)",1
spam,"[롯데리아] 새로운 맛, 한정 기간만 즐기세요! (4/25일까지)",1
spam,[SK텔레콤] 새로운 서비스 출시! SK텔레콤에서 더 나은 통신 라이프를 즐겨보세요!,1
spam,"[쿠팡] 봄맞이 신상품, 쿠팡에서 미리 만나보세요!",1
spam,[현대백화점] 쇼핑 즐거움 업그레이드! 현대백화점에서 멋진 브랜드를 만나보세요!,1
spam,"[아이허브] 건강한 생활 습관, 아이허브에서 함께하세요!",1
spam,[스타벅스] 새로운 라떼 출시! 스타벅스에서 당신의 커피 타임을 즐겨보세요!,1
spam,[공지] 시스템 점검으로 인한 서비스 일시 중단 예정 안내 (5월 2일),1
spam,[필독] 개인정보보호법 개정으로 인한 이용약관 변경 안내 (6월 30일까지 동의 필수),1
spam,[공지] 코로나19 대응 방침 변경 안내 (매장 방문시 마스크 착용 필수),1
spam,[안내] 지난주 주간 리포트 전송 완료 및 다음 주 예정 안내,1
spam,[공지] 유료서비스 요금 변경 예정 안내 (7월 1일부터 적용),1
spam,[필독] 주요 정기점검 일정 및 절전모드 이용 요청 안내 (10월 10일 ~ 10월 15일),1
spam,[공지] 결제 시스템 업그레이드로 인한 이용 일시 중단 예정 안내 (9월 1일),1
spam,[안내] 가을철 대청소 이벤트 안내 및 참여 방법 안내,1
spam,[공지] 무인 발급기 고장으로 인한 대체 서비스 제공 안내 (8월 15일까지),1
spam,[필독] 계좌 보안 강화로 인한 암호 변경 요청 안내 (2주 이내 변경 필수),1
spam,"(광고) 요즘 가장 핫한 쇼핑몰, ABC에서 무료 배송 이벤트 중!",1
spam,"놓치면 후회할 패션아이템! DEF의 인기 상품, 지금 바로 만나보세요!",1
spam,"(광고) GHI에서 무료로 이용 가능한 온라인 서점, 지금 확인하세요!",1
spam,"최대 50% 할인, JKL에서만 가능한 블랙프라이데이 특가 이벤트!",1
spam,"(광고) MNO의 신상 가방 출시! 이번 주 수요일, 지금 미리 만나보세요!",1
spam,"새로운 향수가 출시됩니다, PQR에서만 만나보실 수 있습니다!",1
spam,"(광고) STU의 베스트셀러 상품, 이번주 한정 세일 이벤트!",1
spam,"무료로 만나보는 대한민국 역사, VWX의 역사 박물관 온라인 투어!",1
spam,"(광고) YZ의 모든 제품이 30% 할인, 금주 한정 이벤트!",1
spam,"오직 XYZ에서만 만나볼 수 있는 새로운 스니커즈, 이번 주 출시!",1
spam,"(광고) 새로운 기술, 새로운 세상! 삼성 갤럭시 S22 출시!",1
spam,이것이 진정한 멀티태스킹! LG 듀얼스크린 2nd!,1
spam,(광고) 최신 기술로 더욱 완벽해진 애플 맥북 프로!,1
spam,게이밍 노트북으로 즐기는 진정한 게임의 맛! ASUS 로그 G713!,1
spam,"(광고) 편리한 사용성, 놀라운 성능! HP 스펙터 x360!",1
spam,새로운 친구가 생겼어요! Sony WH-1000XM4 무선 헤드폰!,1
spam,"(광고) LG 그램 16, 가볍고 세련된 디자인에 놀라운 성능까지!",1
spam,"대한민국 대표 수제자체제조 무선이어폰, Nuarl!",1
spam,"(광고) 새로운 레벨로 진화한 갤럭시북 Pro 360, 지금 만나보세요!",1
spam,야외에서도 뚜렷한 음성! JBL Flip 5 방수 블루투스 스피커!,1
spam,[광고] 봄맞이 세일! ZARA의 새로운 컬렉션을 만나보세요.,1
spam,[광고] 새로운 프리미엄 브랜드! GUCCI의 최신 제품들을 확인하세요.,1
spam,[광고] 무료배송 이벤트! H&M에서 온라인 쇼핑을 즐겨보세요.,1
spam,[광고] 지금 바로 할인 중! NIKE의 최신 스포츠 용품들을 만나보세요.,1
spam,[광고] 봄맞이 특별한 혜택! ADIDAS의 새로운 운동화를 만나보세요.,1
spam,[광고] 특가 SALE! LACOSTE의 최신 컬렉션을 지금 확인하세요.,1
spam,[광고] 무료 반품! CALVIN KLEIN의 새로운 의류를 만나보세요.,1
spam,[광고] 스타일리시한 봄날! COACH의 최신 가방을 만나보세요.,1
spam,[광고] 스타일 아이템 SALE! RALPH LAUREN의 의류를 지금 만나보세요.,1
spam,[광고] 이번 주의 특별 혜택! TOMMY HILFIGER의 새로운 컬렉션을 확인하세요.,1
spam,우리 아이 우지원 191cm 만들기 프로젝트! 성장시기 절대 놓치지 마세요.(12개월 신청시 상품증정),1
spam,"오늘, 박승현님의 15%할인된 5~6월 자동차보험료를 안내드립니다.",1
spam,서울사이버대학교 2013 상반기 2차 신편입생 모집!,1
spam,(광고) 코딩지도사 / 바리스타 / 심리상담사 등 유망자격증 100% 완전 무료 온라인교육 안내,1
spam,"(광고) ⚡오늘 단 하루, 블랙프라이데이 최대 90% 할인 + 최대 20% 캐시백⚡",1
spam,"(광고)[CJ ONE] 박*원님, 생일을 축하드리며, 발급된 생일 쿠폰을 확인 하세요",1
spam,[국비지원 교육] 국가공인 손해평가사 자격시험 일정 안내,1
spam,"(광고)오늘의 긴공! 네스카페 오리진스 4종 런칭킷+스탠텀블러/다이어리 증정까지! 최종혜택가 8,040원",1
spam,"(광고)[CJ ONE] 기생충 아카데미 수상 기념 경품 증정! & 한국인의 보약, 집밥! 쿡킷 이벤트",1
spam,(광고)다가오는 발렌타인데이에 뭐 입을지 고민하나 Hoxy~?,1
spam,(광고) 한국어교원 3급 자격증은 국비지원 교육으로 빠르게 취득하세요! (선착순 마감!!),1
spam,[CGV] (설문조사) CGV를 이용하셨습니까? 설문을 모두 완료하신 분들께는 매점 콤보 3천원 할인쿠폰을 드립니다.,1
spam,"(광고)오늘의 긴공! 코웨이 렌탈정수기 상담만 해도 선착순 3천포인트 + 사은품 19,900원~",1
spam,(광고) 국비지원으로 전기산업기사/기사 자격증 취득하기!,1
spam,"(광고)오늘의 긴공! 아디다스/나이키 스포츠 FW 신상 팬츠/레깅스外 17,900원~",1
spam,"(광고) 박도원님 주말 잘 보내셨어요? 화목한 지니데이~ 지요 플로어펌프 │ 아모레키친 3구 후라이팬 │피트39 골프장갑 ▶ 모두 10,000원!",1
spam,(광고) 박도원님 쉿!크릿 세일정보 받으시고 알뜰 쇼핑하세요 ▶ 갭 최대 60% 할인 + 추가 할인 코드,1
spam,"(광고)하이난 쉐라톤리조트X아틀란티스 워터파크 5/6일 특가 435,530원~",1
spam,‘나 혼자 산다’ 시대…서울시 1인가구 맞춤 지원 발표,1
spam,"(광고) 박도원님♡ 10월에도 화,목한 지니데이~ 벤시몽라셋｜옥소실리콘주걱 ｜바쿠스탠다드백 만원!",1
spam,(광고) 아모레퍼시픽몰에서 3천원 추가적립 받고 건조한 피부 가을메이크업으로 완성!,1
spam,선릉역 인근 ‘소셜벤처허브’ 개관…창업 전 과정 지원,1
spam,(광고)오늘의 긴공! New존슨즈 베드타임 로션 T멤버십 할인 + 에코백 사은품!,1
spam,(광고)오늘의 긴공! 다이슨 무선 청소기 앱술루트 엑스트라 특가 + 거치대 증정!,1
spam,"(광고)순수한면 ZERO 생리대 중형 30%쿠폰 혜택 8,890원~",1
spam,(광고) 국비지원 주택관리사 // 자격증 쉽게 취득하는 방법 공개!! / 놓치면 늦는다!,1
spam,"(광고) 무료창업설명회 안내, 나를 정확히 알고 도움을 받아야 성공하실 수 있습니다.",1
spam,"(광고)오늘의 긴공! 정원삼 6년근 홍삼정 특가+증정품 28,900원~",1
spam,(광고) 대한민국 근로자면 OK 정부정책 대출(사용중이여도 가능)(광고) 국비지원교육 | 소방설비산업기사 | 합격률 및 전망은? 채무통합 가능,1
spam,(광고) 프랑스배송비 20% 할인 쿠폰 받으세요! ▶ 산드로 60% 세일 / 마쥬 60% 세일 / 더쿠플스 70% 세일 / 끌로디피에로 50% 세일,1
spam,"2019년 01월 취업유망자격증 ,공무원시험 상세일정표 및 최신가이드북 무료신청 하세요",1
spam,지니집X아시아나항공 제휴 혜택 확인하세요^^ ▶ G10등급(상시 10% 할인) + 배송비결제건당 100마일리지 적립,1
spam,(광고) 스페인 정기 세일 시작! ▶ ZARA SALE / BIMBA Y LOLA 60% OFF / Massimo Dutti 50% OFF / OYSHO 50% OFF,1
spam,"2018 12월 취업유망자격증 ,공무원시험 상세일정표 및 최신가이드북 무료신청 하세요",1
spam,"(광고) ""제가 정말 관사를 이해하게 될 줄 몰랐어요."" 모든 관사를 설명합니다 출간!!",1
spam,"[L.POINT] 마케팅 SMS, EMAIL 수신동의 여부 안내",1
